"area","tanggal_kejadian","tahun","bulan","quarter","idkejadian","kodebpsprop","provinsi","kodebpskab","kabupaten","kodebpskec1","kecamatan1","kodebpskec2","kecamatan2","desa1","desa2","desa3","actor_s1_tp","actor_s1_tp_o","actor_s1_tot","actor_s2_tp","actor_s2_tp_o","actor_s2_tot","int1","int2","int1_res","int2_res","int1_o","int2_o","int1_res_o","int2_res_o","kil_total","kil_f","inj_total","inj_f","kidnap_tot","kid_f","sex_as_tot","sex_f","build_dmg_total","bdg_des","oth_impact","weapon_1","weapon_2","weapon_oth","jenis_kek","isu_indv","tp_kek1_new","tp_kek1_o","ben_kek1","ben_kek1_o","ben_kek2","ben_kek2_o","meta_tp_kek1_new","insd_desc","create","last_update","full_coverage","s1","s2","s3","s4","s5","s6","s7","s8","weapon","wpnfarm","wpnfarmman","wpnfarmhmde","wpnexpl","wpnshrp","wpnblunt","wpnfire","intervention","intvnrsecforfrml","intvnrtni","intvnrpol","intvnrbrimob","intvnrcvln","intvntnressucces","intvntnviolup","actcountrelormas","actcountparpol","actcountseprtst","actcountgov","actcountstudents","secvssec","onewayformconf","twowayformconf","death1","death3","death5","death10","largeinc","evperiod","pevperiod","preevperiod","ev2period","pev2period"
"ACEH","05/01/2003",2003,1,1,"11A264",11,"Nanggro Aceh Darussalam",1174,"LHOKSEUMAWE",1174030,"BANDA SAKTI",0,"TIDAK ADA","kuta blang",,,1,,0,1,,1,3,0,9,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",0,0,,1,0,5506,,8,,0,,88885,"5/1/2003. Seorang pemuda bernama Syam (19) babak belur dihajar massa ketika gagal menjarah sepeda motor di Jl. Kenari, Kelurahan Kuta Blang, Lhokseumawe pukul 20.00 WIB. Kepala lingkungan III Kel. Kuta Blang yang kebetulan lewat mengamankan kor","13/03/2010","13/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","09/01/2003",2003,1,1,"11A265",11,"Nanggro Aceh Darussalam",1111,"ACEH UTARA",1111130,"SAMUDERA",0,"TIDAK ADA",,,,15,,0,13,,100,0,0,0,0,,,,,0,0,4,0,0,0,0,0,0,0,"-",5,0,,1,0,9903,,11,,0,,88889,"9/1/2003. Ribuan warga Aceh dari Timur dan Barat Lhokseumawe yang ingin menghadiri aksi damai dari SURA (Suara Rakyat Aceh) dicegat oleh polisi dan melepaskan tembakan peringatan yang mengakibatkan 4 warga terkena luka tembak, yakni Ahmadi (32)","13/03/2010","12/05/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","12/01/2003",2003,1,1,"11A266",11,"Nanggro Aceh Darussalam",1111,"ACEH UTARA",0,"TIDAK ADA",0,"TIDAK ADA",,,,17,,0,15,,0,0,0,0,0,,,,,0,0,2,1,0,0,0,0,0,0,"-",5,6,,1,0,9903,,6,,0,,88889,"12/1/2003. Terjadi penyerangan yang dilakukan oleh gerilyawan GAM terhadap mapolres sekitar pukul 18.35 WIB dalam insiden tersebut sempat terjadi baku tembak. Beberapa saat kemudian, bentrok kembali terjadi di tepi pantai Lhokseumawe yang menga","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ACEH","15/01/2003",2003,1,1,"11A269",11,"Nanggro Aceh Darussalam",1115,"NAGAN RAYA",1115030,"BEUTONG",0,"TIDAK ADA",,,,17,,1,9,,1,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"15/1/2003. Imam Mukim Beutong Ateuh, Kab. Nagan Raya Jahidin Nyaris tewas oleh seorang utusan dari GAM. Insiden ini terjadi ketika utusan itu meminta uang jatah proyek dan meminta uang jatah perjalanan. Karena merasa tak dihargai, Jahidin langs","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","16/01/2003",2003,1,1,"11A270",11,"Nanggro Aceh Darussalam",1116,"ACEH JAYA",1116010,"TEUNOM",0,"TIDAK ADA",,,,17,,0,14,,4,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",5,0,,1,0,9903,,11,,0,,88889,"16/1/2003. Terjadi insiden penembakan yang dilakukan oleh sekelompok anggota GAM terhadap 4 orang TNI dari batalyon 521/Brawijaya di kawasan Krueng Teunom, Aceh Jaya, sekitar pukul 12.00 WIB. Akibat insiden ini Praka Hadi kritis ditembak.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","17/01/2003",2003,1,1,"11A271",11,"Nanggro Aceh Darussalam",1173,"LANGSA",1173010,"LANGSA TIMUR",0,"TIDAK ADA","kemuning",,,1,,2,18,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"17/1/2003. Seorang pelajar SLTA, Faisal (18) dirampok oleh 2 OTK di sekitar jalan Lilawangsa Desa Geudubang Jawa, Kec. Langsa. Akibatnya, motor Supra miliknya dirampas.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","17/01/2003",2003,1,1,"11A272",11,"Nanggro Aceh Darussalam",1105,"ACEH TIMUR",1105180,"SIMPANG ULIM",0,"TIDAK ADA",,,,1,,0,1,,6,0,0,0,0,,,,,4,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"17/1/2003. Empat warga sipil tewas, Husen (50), Faisal (38), Mansur (35), dan Zulkifli (35) ditembak oleh OTK di sebuah boat nelayan di Kuala Simpang Ulim, Aceh Timur. Dua warga lainnya selamat setelah terapung di air laut.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
"ACEH","18/01/2003",2003,1,1,"11A273",11,"Nanggro Aceh Darussalam",1114,"ACEH TAMIANG",1114070,"KARANG BARU",0,"TIDAK ADA","ketupah",,,1,,2,1,,1,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"18/1/2003. Terjadi insiden perampokan oleh 2 OTK terhadap korban Hendrik (26) di Kec. Karang Baru, Kab. Aceh Tamiang. Dalam insiden ini korban ditembak pahanya dan motor dibawa kabur.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","22/01/2003",2003,1,1,"11A274",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",0,"TIDAK ADA",0,"TIDAK ADA",,,,2,"pemain bola",0,2,"pemain bola",0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"-",0,0,,2,1,7703,,7,,0,,88887,"22/1/2003. Terjadi perkelahian antara pemain bola kesebelasan PSAA Abulyatama dengan Abdya di Stadion Harapan Bangsa. Insiden ini terjadi ketika Agus Purwanto mentekel keras Erizal. Akibatnya, terjadi perkelahian antarpemain.","13/03/2010","13/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ACEH","24/01/2003",2003,1,1,"11A276",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",1171041,"ULEE KARENG",0,"TIDAK ADA",,,,1,,2,1,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"24/1/2003. Terjadi insiden perampokan yang dilakukan oleh 2 OTK dengan senjata api terhadap korban Makiada (26). Akibatnya, HP korban dirampas.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","24/01/2003",2003,1,1,"11A277",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",1171041,"ULEE KARENG",0,"TIDAK ADA","ulee kareng",,,15,,0,1,,2,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"24/1/2003. Terjadi insiden adu tembak antara 2 polisi dengan 2 pelaku pemerasan. Dalam insiden ini Saiful atau Raja Bandit ditembak dan tewas. Para pelaku perampokan/pemerasan awalnya menembak petugas yang kemudian langsung dibalas oleh petugas","13/03/2010","13/05/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","25/01/2003",2003,1,1,"11A278",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",1171040,"SYIAH KUALA",0,"TIDAK ADA","lamgugob",,,1,,0,18,,2,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"25/1/2003. Dua kakak beradik Ardina Kusuma (26) mahasiswa FKM Muhammadiyah dan adiknya Asmar Ferdian (23) Mahasiswa Penjaskes Universitas Serambi Mekah, ditembak oleh OTK. Dalam insiden ini Ardinas tewas. Insiden ini diduga perampokan karena mo","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","25/01/2003",2003,1,1,"11A279",11,"Nanggro Aceh Darussalam",1105,"ACEH TIMUR",1105110,"PEUREULAK",0,"TIDAK ADA","Paya Gajah",,,1,,3,1,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"25/1/2003. Terjadi perampokan yang dilakukan oleh 3 pria bersenjata api terhadap korban RZ di Desa Paya Gajah. Akibatnya, korban mengalami kerugian Rp41.500.000.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","31/01/2003",2003,1,1,"11A280",11,"Nanggro Aceh Darussalam",1111,"ACEH UTARA",1111060,"MATANGKULI",0,"TIDAK ADA",,,,14,,1,14,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"31/1/2003. Terjadi insiden penembakan yang dilakukan oleh Pratu Y terhadap korban Serda Zellwijal, prajurit TNI Yonif 131/BRS yang bertugas nmengamankan Exxon Mobil Oil Indonesia Inc. (EMOI) Arun Field Lhoksukon Aceh Utara.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","02/02/2003",2003,2,1,"11A282",11,"Nanggro Aceh Darussalam",1110,"BIREUEN",0,"TIDAK ADA",0,"TIDAK ADA",,,,1,,2,1,,2,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"02/02/03  Terjadi insiden perampasan sepeda motor oleh 2 orang tak dikenal dengan pistol di kawasan jalan gajah ujung, insiden itu terjadi ketika korban berbarengan dengan temannya dihadang 2 lelaki tidak dikenal.","13/03/2010","13/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","05/02/2003",2003,2,1,"11A283",11,"Nanggro Aceh Darussalam",1110,"BIREUEN",0,"TIDAK ADA",0,"TIDAK ADA",,,,1,,0,9,,2,0,0,0,0,,,,,0,0,0,0,2,0,0,0,0,0,"-",0,0,,2,0,7703,,13,,0,,88887,"05/02/03  2 sales pt. prima jaya warga bandar lampung maizar ab, 35 dan mursalin, 27 hilang/diculik di kawasan desa meunasah gadong.","13/03/2010","13/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","05/02/2003",2003,2,1,"11A284",11,"Nanggro Aceh Darussalam",1103,"ACEH SELATAN",1103041,"PASIE RAJA",0,"TIDAK ADA","Teupin Gajah",,,1,,0,1,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",1,0,,2,0,7703,,11,,0,,88887,"05/02/03  Ditemukan sesosok mayat di kawasan teupin gajah kecamatan pasie raja di landasan pacu lapangan terbang teuku cot ali.","13/03/2010","13/03/2010",1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
