"area","tanggal_kejadian","tahun","bulan","quarter","idkejadian","kodebpsprop","provinsi","kodebpskab","kabupaten","kodebpskec1","kecamatan1","kodebpskec2","kecamatan2","desa1","desa2","desa3","actor_s1_tp","actor_s1_tp_o","actor_s1_tot","actor_s2_tp","actor_s2_tp_o","actor_s2_tot","int1","int2","int1_res","int2_res","int1_o","int2_o","int1_res_o","int2_res_o","kil_total","kil_f","inj_total","inj_f","kidnap_tot","kid_f","sex_as_tot","sex_f","build_dmg_total","bdg_des","oth_impact","weapon_1","weapon_2","weapon_oth","jenis_kek","isu_indv","tp_kek1_new","tp_kek1_o","ben_kek1","ben_kek1_o","ben_kek2","ben_kek2_o","meta_tp_kek1_new","insd_desc","create","last_update","full_coverage","s1","s2","s3","s4","s5","s6","s7","s8","weapon","wpnfarm","wpnfarmman","wpnfarmhmde","wpnexpl","wpnshrp","wpnblunt","wpnfire","intervention","intvnrsecforfrml","intvnrtni","intvnrpol","intvnrbrimob","intvnrcvln","intvntnressucces","intvntnviolup","actcountrelormas","actcountparpol","actcountseprtst","actcountgov","actcountstudents","secvssec","onewayformconf","twowayformconf","death1","death3","death5","death10","largeinc","evperiod","pevperiod","preevperiod","ev2period","pev2period"
"ACEH","13/03/2000",2000,3,1,"11F441",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",1171010,"MEURAXA",0,"TIDAK ADA","teungoh",,,1,,4,1,,1,0,0,0,0,,,,,0,0,1,1,0,0,0,0,0,0,"-",5,0,,2,0,7703,,14,,0,,88887,"13/3/00. asnin (39) nasabah BNI'46 dirampok 4 laki-laki berpistol di lhong raya, banda aceh, di depan stadion harapan bangsa, uang miliknya dirampas kawanan perampok sejumlah Rp 5 juta. Korban juga sempat dipukul dengan gagang senjata dan lecet","25/03/2010","25/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","15/03/2000",2000,3,1,"11F443",11,"Nanggro Aceh Darussalam",1109,"PIDIE",1109220,"BATEE",0,"TIDAK ADA","mayang cut",,,1,,0,18,,2,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"15/03/00. Faridah (23) mahasiswa unima, tewas ditembak kelompok tak dikenal di kawasan desa mayang cut, kecamatan meureuda, pidie. Korban meninggal tergeletak di atas badan jalan. Sementara abang iparnya berhasil meloloskan diri. Kronologis far","25/03/2010","27/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","15/03/2000",2000,3,1,"11F446",11,"Nanggro Aceh Darussalam",1174,"LHOKSEUMAWE",1174010,"BLANG MANGAT",0,"TIDAK ADA","keude punceuet",,,1,,3,9,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"15/03/00. m. yusuf raden, seorang tukang pangkas tewas ditempat kerjanya dikeude pnceuet, kecamatan bang mangat, lhog lhoksumawe. Korban didatani 3 pria mengendarai 2 speda motor dengan mengunakan sencata genggam langsung menembak hingga tewas","25/03/2010","25/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","14/03/2000",2000,3,1,"11F447",11,"Nanggro Aceh Darussalam",1111,"ACEH UTARA",1111130,"SAMUDERA",0,"TIDAK ADA","blang mee geudong",,,1,,2,5,,1,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"14/03/00. misyanto sorang penjaga SD negeri bal mee geodong ditembak 2 orang mengendarai hoda gl pro, sekitar pukul 16.00 wib. Persisi di depan rumah korban di komplek sekolah tersebut. Melihat tembakan dari senjata api laras pendek mengenai tu","25/03/2010","25/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","15/03/2000",2000,3,1,"11F448",11,"Nanggro Aceh Darussalam",1110,"BIREUEN",1110060,"JEUMPA1",0,"TIDAK ADA",,,,1,,0,1,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",5,0,,2,0,7703,,11,,0,,88887,"15/03/00. ditemukan mayat laki-laki dengan tangan terikat dan dibadannya luka tembakan senjata api. Korban ditemukan di pinggir jalan di desa blang cot tunong. Kecamatan jeumpa, kabupaten birieun","25/03/2010","25/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","16/03/2000",2000,3,1,"11F449",11,"Nanggro Aceh Darussalam",1108,"ACEH BESAR",1108070,"KUTA BARO",0,"TIDAK ADA","blang bintang",,,1,,0,1,,2,0,0,0,0,,,,,2,0,0,0,0,0,0,0,0,0,"-",0,0,,2,0,7703,,11,,0,,88887,"16/03/00. 2 mayat laki-laki tak dikenal ditemukan di lokasi yang berjarak 2 km dari kawasan perbukitan blanbintang korban diduga sebagai korban pembunuhan.","25/03/2010","25/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","04/03/2000",2000,3,1,"11F450",11,"Nanggro Aceh Darussalam",1110,"BIREUEN",1110060,"JEUMPA1",0,"TIDAK ADA","seuleumbah",,,1,,2,17,,1,0,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,"-",5,0,,1,0,9903,,13,,0,,88889,"14/3/00. Li angen (40) dilarikan oleh 2 orang tak dikenal dirumahnya sekitar pukul 06.00 wib. Pada hari kamis 166/3/00 pkl 03.30. wib. Korbanditembak dikepalanya hingga teas. Korban terlebih dahulu disiksa disekujut tubuhnya terdapat luka memar","25/03/2010","27/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","17/03/2000",2000,3,1,"11F451",11,"Nanggro Aceh Darussalam",1107,"ACEH BARAT",1107080,"KAWAY XVI",0,"TIDAK ADA",,,,17,,3,15,,1,0,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,"-",5,0,,1,0,9903,,13,,0,,88889,"17/03/00. mawardi (30) sorang keamanan rakyat yang bertugas pada plsek kaway XVI, diculik GPK GAM di rumah orangtuanya di desa alue peudeung kecamatan kaway XVI. Gam berjumlah 3 orang bersenjata api sekitar pukul 16.00 wib. Pada hari minggunya(","25/03/2010","25/03/2010",1,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","18/03/2000",2000,3,1,"11F452",11,"Nanggro Aceh Darussalam",1110,"BIREUEN",0,"TIDAK ADA",0,"TIDAK ADA",,,,17,,0,5,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,"-",8,0,,1,0,9903,,10,,0,,88889,"18/3/00. kantor kejaksaan negeri bireun dibakar sekelompok orang takdikenal. Kejadian sekitar pukul 21.00 wib itu tidak ada korban jiwa. Namun menghanguskan ruangan prrdum, pelau menurut kapolres yaitu  GKP atau GAM yang berseberangan dengan pe","25/03/2010","25/03/2010",1,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","19/03/2000",2000,3,1,"11F453",11,"Nanggro Aceh Darussalam",1105,"ACEH TIMUR",1105130,"IDI RAYEUK",0,"TIDAK ADA",,,,1,,0,9,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",0,0,,2,0,7703,,11,,0,,88887,"19/3/00. Yan saryana, seorang petani penduduk desa panton rayeuk ditemukan menjadi mayat dengan tangan terikat bekas penganiayaan berat. Korban dikabarkan hilang 2 hari sebelumnya. Yan ditemukan teraping di krueng idi kawasan desa bang siguei.","25/03/2010","25/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
