"area","tanggal_kejadian","tahun","bulan","quarter","idkejadian","kodebpsprop","provinsi","kodebpskab","kabupaten","kodebpskec1","kecamatan1","kodebpskec2","kecamatan2","desa1","desa2","desa3","actor_s1_tp","actor_s1_tp_o","actor_s1_tot","actor_s2_tp","actor_s2_tp_o","actor_s2_tot","int1","int2","int1_res","int2_res","int1_o","int2_o","int1_res_o","int2_res_o","kil_total","kil_f","inj_total","inj_f","kidnap_tot","kid_f","sex_as_tot","sex_f","build_dmg_total","bdg_des","oth_impact","weapon_1","weapon_2","weapon_oth","jenis_kek","isu_indv","tp_kek1_new","tp_kek1_o","ben_kek1","ben_kek1_o","ben_kek2","ben_kek2_o","meta_tp_kek1_new","insd_desc","create","last_update","full_coverage","s1","s2","s3","s4","s5","s6","s7","s8","weapon","wpnfarm","wpnfarmman","wpnfarmhmde","wpnexpl","wpnshrp","wpnblunt","wpnfire","intervention","intvnrsecforfrml","intvnrtni","intvnrpol","intvnrbrimob","intvnrcvln","intvntnressucces","intvntnviolup","actcountrelormas","actcountparpol","actcountseprtst","actcountgov","actcountstudents","secvssec","onewayformconf","twowayformconf","death1","death3","death5","death10","largeinc","evperiod","pevperiod","preevperiod","ev2period","pev2period"
"ACEH","01/01/1998",1998,1,1,"11G001",11,"Nanggro Aceh Darussalam",1108,"ACEH BESAR",1108102,"SIMPANG TIGA1",0,"TIDAK ADA","Geudong Aron",,,14,,0,1,,2,0,0,0,0,,,,,0,0,2,1,0,0,0,0,0,0,"-",4,2,"aliran listrik",1,0,1108,,13,,0,,88881,"1/01/1998. Anggota Kopassus melakukan penangkapan terhadap 2 orang yang diduga menyimpan senjata. Korban mengalami penganiayaan berupa tubuh ditelanjangi, tubuh disetrum dengan listrik dan dikubur hidup-hidup. Selain itu ada 7 janda yang uga me","22/03/2010","29/03/2010",1,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"ACEH","02/01/1998",1998,1,1,"11G002",11,"Nanggro Aceh Darussalam",1109,"PIDIE",1109112,"TITEUE",0,"TIDAK ADA","Cot Kreh",,,1,,1,1,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",4,0,,2,1,7703,,7,,0,,88887,"2/01/1998. Dua orang cucu janda kaya salih bunuh. Keduanya berebut perhatian dan kasih sayang nenek. Dalam perkelahian itu mereka menggunakan pisau dapur dan parang. Mustafa tewas di tangan SY, abang kandungnya sendiri, dengan tubuh bersimbah d","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"ACEH","04/01/1998",1998,1,1,"11G003",11,"Nanggro Aceh Darussalam",1109,"PIDIE",1109080,"MUTIARA",0,"TIDAK ADA","rinti",,,15,,0,1,,1,0,0,0,0,,,,,0,0,1,1,0,0,0,0,0,0,"-",1,0,,1,0,1108,,11,,0,,88881,"4/01/1998. Seorang perempuan bernama Nyak Maneh disiksa aparat. Awalnya aparat mencari suaminya, M. Kaoy Ibrahim. Karena suaminya pergi berdagang, maka Nyak Maneh ditangkap dan disiksa. Pahanya dipukul dan kepalanya dihantam benda keras.","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","08/01/1998",1998,1,1,"11G004",11,"Nanggro Aceh Darussalam",1108,"ACEH BESAR",1108060,"DARUSSALAM",0,"TIDAK ADA","tungkap",,,1,,0,1,,1,3,0,9,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",0,0,,1,0,5506,,8,,0,,88885,"8/01/1998. Seorang pencuri Vespa babk belur dihajar massa di Desa Tungkop, Darussalam, Aceh Besar. Pada saat kejadian, beberapa tokoh masyarakat datang dan mengamankan tersangka. Tersangka mengalami bengkak pada mata kanan dan tubuh berlumur da","22/03/2010","22/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","07/01/1998",1998,1,1,"11G005",11,"Nanggro Aceh Darussalam",1111,"ACEH UTARA",1111100,"BAKTIYA",0,"TIDAK ADA","panteubreuh",,,1,,3,1,,1,0,0,0,0,,,,,0,0,1,1,0,0,1,1,0,0,"2 mayam (12 gram) kalung emas dirampas",0,0,,2,0,7703,,14,,11,,88887,"7/01/1998. Seorang gadis bisu yang baru turun dari bis diajak 2 pemuda naik motor dengan dalih sebagai tukang ojek yang mau mengantarkan pulang. Sampai di tempat tertentu, korban diperkosa dan dianiaya. Selain itu 2 mayam kalung emas korban jug","22/03/2010","22/03/2010",1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","10/01/1998",1998,1,1,"11G006",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",0,"TIDAK ADA",0,"TIDAK ADA",,,,1,,1,9,,1,1,0,10,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",4,0,,2,0,7703,,14,,0,,88887,"10/01/1998. Seorang preman (ARP) melakukan pemalakan dan penganiayaan terhadap M. Yusuf, seorang pedagang. Preman tersebut membawa samurai dan mengayunkannya ke M. Yusuf. Tetapi M. Yusuf berhasil menghindar. Setelah itu warga mengintervensi kej","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","10/01/1998",1998,1,1,"11G007",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",0,"TIDAK ADA",0,"TIDAK ADA",,,,1,,0,1,,1,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",4,0,,1,0,5509,,8,,0,,88885,"10/01/1998. Seorang Preman yang beroperasi di Pasar Baru dihajar massa setelah melakukan pemalakan dan penganiayaan terhadap seorang pedagang. Preman mengalami luka parah karena dipukul dan dibacok massa.","22/03/2010","17/05/2010",1,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","12/01/1998",1998,1,1,"11G008",11,"Nanggro Aceh Darussalam",1114,"ACEH TAMIANG",1114020,"KEJURUAN MUDA",0,"TIDAK ADA","suka makmur",,,1,,3,9,,1,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",2,1,"tali",2,1,7703,,11,,0,,88887,"12/01/1998. Sesosok mayat ditemukan di kebun sawit. Mayat tersebut dibunuh oleh ketiga rekannya karena dendam.","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ACEH","05/01/1998",1998,1,1,"11G009",11,"Nanggro Aceh Darussalam",1171,"BANDA ACEH",0,"TIDAK ADA",0,"TIDAK ADA","kampung baru",,,1,,1,9,,1,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,"-",4,0,,2,0,7703,,14,,0,,88887,"5/01/1998. Seorang preman melakukan pemalakan dan pembacokan terhadap M. Yusuf, seorang pedagang. Keributan terjadi karena pedagang menolak memberikan uang.","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ACEH","12/01/1998",1998,1,1,"11G010",11,"Nanggro Aceh Darussalam",1114,"ACEH TAMIANG",1114070,"KARANG BARU",0,"TIDAK ADA",,,,9,,0,1,,2,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,"-",1,0,,1,0,5506,,8,,0,,88885,"12/01/1998. Seorang sopir yang dipaksa mengangkut sawit curian tewas dihajar karyawan PT. Sacfinda Medang Ara. Sopir tersebut diduga mencuri sawit padahal dia disuruh oleh pelaku yang telah melarikan diri.","22/03/2010","22/03/2010",1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
